,year_to_date_return,years_up,years_down,fund_symbol,fund_return_2021_q2,fund_return_2021_q1,fund_return_2020_q4,fund_return_2020_q3,fund_return_2020_q2,category_return_2020,fund_return_2020
15115,0.0973,15.0,6.0,NCBGX,0.05163,0.03066,0.08663,0.05708,0.14509,0.11719,0.15425
15116,0.0555,17.0,4.0,NCBIX,0.03296,0.0118,0.05399,0.03705,0.10025,0.08856,0.11652
15120,0.0118,5.0,2.0,NCEAX,0.01508,0.06849,0.10471,0.12952,0.10421,0.37103,0.1973
15121,0.0078,4.0,3.0,NCECX,0.01368,0.06604,0.10312,0.12687,0.10223,0.37103,0.18858
15152,0.1027,4.0,1.0,NDARX,0.05018,0.04317,0.08631,0.03848,0.10242,0.11719,0.07115
15156,0.0986,4.0,1.0,NDCRX,0.04851,0.04092,0.08432,0.03678,0.10094,0.11719,0.06357
15184,-0.0109,21.0,5.0,NECRX,0.01696,-0.03344,0.01691,0.01285,0.04946,0.08056,0.0951
15185,0.0358,19.0,6.0,NECZX,0.03496,-0.00401,0.05171,0.02771,0.06152,0.04842,0.00379
15189,0.0326,25.0,11.0,NEFHX,0.02679,0.00448,0.07965,0.04647,0.11596,0.04905,0.08157
15193,-0.0058,39.0,8.0,NEFRX,0.01827,-0.03102,0.01893,0.01501,0.05149,0.08056,0.10284
15195,0.0403,20.0,5.0,NEFZX,0.03618,-0.00224,0.05366,0.02967,0.06341,0.04842,0.01146
15196,0.028,15.0,7.0,NEHCX,0.027,0.00045,0.0771,0.04694,0.11047,0.04905,0.07303
15197,0.0343,9.0,3.0,NEHYX,0.02753,0.00516,0.08052,0.04727,0.11387,0.04905,0.08195
15225,-0.0038,5.0,2.0,NERNX,0.01972,-0.03073,0.01961,0.01568,0.05265,0.08056,0.10711
15226,-0.0043,22.0,4.0,NERYX,0.01949,-0.03093,0.01942,0.01552,0.05248,0.08056,0.10632
15231,0.0652,13.0,6.0,NEWCX,0.09034,0.00521,0.19042,0.07876,0.24188,0.17903,0.2386
15234,0.0389,8.0,2.0,NEZAX,0.03563,-0.00211,0.05241,0.02911,0.06299,0.04842,0.00821
15235,0.0423,5.0,2.0,NEZNX,0.03782,-0.00149,0.05386,0.03056,0.06522,0.04842,0.01486
15236,0.0418,18.0,3.0,NEZYX,0.03762,-0.00166,0.05442,0.03036,0.06419,0.04842,0.01404
15245,0.0715,8.0,4.0,NFFFX,0.09313,0.00775,0.19356,0.08156,0.24511,0.17903,0.25162
15256,0.0547,4.0,1.0,NGCRX,0.03238,0.01338,0.05147,0.02255,0.06959,0.08856,0.07599
15342,0.1202,10.0,1.0,NMGRX,0.07496,0.02144,0.19332,0.09521,0.30047,0.39262,0.38683
15405,0.0896,5.0,3.0,NOVIX,0.04607,0.03785,0.07777,0.07048,0.14646,0.07158,0.04759
15460,0.1248,6.0,1.0,NRMGX,0.07666,0.02334,0.19604,0.09674,0.30317,0.39262,0.39803
15467,0.0306,4.0,2.0,NSBDX,0.00988,0.01825,0.02996,0.02914,0.06975,0.03443,0.00712
15483,0.1666,5.0,2.0,NSDVX,0.03502,0.15243,0.21877,0.01769,0.16099,0.04017,0.0651
15510,0.008,26.0,1.0,NSMIX,0.00549,-0.00011,0.00605,0.00825,0.01258,0.02277,0.01951
15511,0.0066,26.0,1.0,NSMMX,0.00486,-0.00073,0.00541,0.00762,0.01195,0.02277,0.01697
15513,0.0024,21.0,5.0,NSMUX,0.00203,-0.00163,0.00353,0.00572,0.00909,0.02277,0.00938
15515,-0.0006,9.0,2.0,NSNAX,0.00915,0.02052,0.25063,0.10297,0.30283,0.38623,0.42685
15516,-0.0049,9.0,2.0,NSNCX,0.00719,0.0186,0.24838,0.10084,0.30046,0.38623,0.41622
15517,-0.002,9.0,2.0,NSNRX,0.00851,0.01995,0.24984,0.10247,0.30187,0.38623,0.42342
15525,0.0022,2.0,0.0,NSRSX,0.01007,0.02184,0.25197,0.10444,0.30435,0.38623,0.43334
15619,0.0698,13.0,6.0,NWFFX,0.09241,0.0071,0.19258,0.08093,0.24409,0.17903,0.24807
15714,-0.0149,3.0,1.0,NWXCX,0.03871,-0.04889,0.09088,0.01692,0.11966,0.05086,0.03419
15716,0.0395,4.0,1.0,NWXEX,0.01193,0.0294,0.06139,0.02473,0.16092,0.04842,0.03241
15717,0.0349,4.0,1.0,NWXFX,0.01001,0.0275,0.0604,0.02172,0.15887,0.04842,0.02413
15718,0.0415,4.0,1.0,NWXGX,0.01282,0.03026,0.06232,0.02456,0.16302,0.04842,0.03496
15719,0.0408,4.0,1.0,NWXHX,0.01248,0.02995,0.06306,0.02426,0.16157,0.04842,0.03481
15720,0.052,4.0,1.0,NWXIX,0.02526,0.02574,0.07477,0.04587,0.12121,0.04905,0.01327
15722,0.0536,4.0,1.0,NWXKX,0.02592,0.02641,0.07541,0.04652,0.12177,0.04905,0.01599
15723,0.053,4.0,1.0,NWXLX,0.02566,0.02616,0.07514,0.04627,0.12155,0.04905,0.01605
15739,0.0277,7.0,3.0,NYACX,0.02401,-0.00364,0.02696,0.00767,0.01617,0.04548,0.03398
15740,0.0321,9.0,1.0,NYAEX,0.02585,-0.00183,0.02882,0.00953,0.01802,0.04548,0.04154
15741,0.0332,9.0,1.0,NYAFX,0.02636,-0.00135,0.02935,0.01001,0.0185,0.04548,0.04358
15856,-0.0724,5.0,3.0,OIBIX,0.00066,-0.06674,0.08917,0.03371,0.15808,0.08348,0.0847
16062,-0.0104,4.0,2.0,PAAOX,0.00607,0.05723,0.17651,0.08989,0.20997,0.29339,0.26567
16124,0.2059,3.0,1.0,PAGDX,0.09557,0.10583,0.19833,0.11637,0.36909,0.15827,0.37657
16126,0.2007,3.0,1.0,PAGHX,0.09343,0.10387,0.19605,0.11424,0.36662,0.15827,0.36643
16134,0.2077,25.0,5.0,PAGRX,0.09619,0.10658,0.1991,0.11709,0.37015,0.15827,0.37995
16142,0.00365,4.0,2.0,MCZRX,0.02614,-0.0237,0.02446,0.02441,0.06551,0.07522,0.08073
16143,0.00978,7.0,3.0,MCZZX,0.02636,-0.02222,0.02576,0.02555,0.06673,0.07522,0.08642
16144,0.09637,1.0,0.0,MHYWX,0.03691,0.02858,0.06942,0.06153,0.10874,0.04905,0.07112
16145,0.04302,13.0,4.0,MIAIX,0.02912,-0.01638,0.01279,0.03102,0.04094,0.10007,0.10558
16147,0.03402,7.0,1.0,MNOVX,0.02968,-0.00148,0.02914,0.0113,0.02707,0.04548,0.05102
16154,0.11777,10.0,1.0,NMGAX,0.07563,0.02223,0.1945,0.09501,0.30227,0.39262,0.39167
16169,0.0633,5.0,2.0,PAHRX,0.03652,0.0182,0.07436,0.0401,0.11453,0.10747,0.11187
16178,0.0531,4.0,1.0,PAIJX,0.01655,0.0827,0.27504,0.02246,0.17778,0.17903,0.06456
16203,0.0574,5.0,2.0,PANRX,0.03459,0.01435,0.07001,0.03741,0.10839,0.10479,0.10628
16210,0.1051,13.0,4.0,PARCX,0.05421,0.04155,0.12288,0.06142,0.17445,0.12985,0.15611
16214,0.0751,9.0,4.0,PARHX,0.04123,0.02482,0.08718,0.04549,0.12964,0.10747,0.12327
16308,0.1587,3.0,0.0,PBSIX,0.13055,0.00326,0.28556,0.03765,0.44911,0.38623,0.50017
16310,0.1589,1.0,0.0,PBSRX,0.12956,0.00328,0.28376,0.03779,0.4469,0.38623,0.49528
16431,0.0363,5.0,1.0,PCSFX,0.02679,0.00222,0.04872,0.04913,0.12134,0.04828,0.07685
16688,0.1208,2.0,1.0,PFDBX,0.05189,0.04889,0.084,0.05374,0.0908,0.11719,0.01976
16689,0.1678,2.0,1.0,PFDEX,0.061,0.07785,0.10305,0.07598,0.12993,0.15827,0.02573
16691,-0.0029,2.0,1.0,PFDOX,0.01488,-0.02326,0.02089,0.01566,0.04821,0.04842,0.05757
16718,0.0919,2.0,0.0,PFJDX,0.03726,0.04329,0.1029,0.04781,0.13119,0.11719,0.08395
16757,0.1425,2.0,1.0,PFSEX,0.05486,0.06957,0.15938,0.06412,0.19975,0.15827,0.11914
16766,0.0959,2.0,1.0,PFTEX,0.051,0.03195,0.08114,0.04852,0.05804,0.0983,0.03035
16770,-0.0113,3.0,1.0,PFUEX,0.01887,-0.02228,0.07309,0.00903,0.09593,0.05086,0.07502
16772,-0.0093,3.0,1.0,PFUMX,0.01969,-0.02145,0.07372,0.00985,0.09761,0.05086,0.07834
16780,0.0638,10.0,2.0,PGBAX,0.03289,0.01999,0.08385,0.0516,0.07352,0.07286,0.01526
16786,0.0655,2.0,1.0,PGBLX,0.03393,0.02092,0.0853,0.05186,0.07497,0.07286,0.01884
16791,0.0591,10.0,2.0,PGDCX,0.03149,0.01822,0.08143,0.04975,0.07203,0.07286,0.0073
16792,0.0654,10.0,2.0,PGDIX,0.03388,0.02089,0.0852,0.0518,0.07486,0.07286,0.01871
16971,0.0458,5.0,4.0,PIAFX,0.03803,0.00353,0.06188,0.03398,0.08577,0.08856,-0.04656
16978,0.0411,5.0,4.0,PICFX,0.03713,0.00161,0.0588,0.03205,0.08377,0.08856,-0.05393
16995,0.0465,5.0,3.0,PIFFX,0.03986,0.00328,0.06261,0.03484,0.08659,0.08856,-0.04251
17061,0.0441,5.0,4.0,PIRFX,0.03733,0.00288,0.06114,0.03331,0.085,0.08856,-0.04806
17079,0.0472,6.0,3.0,PIYFX,0.03969,0.00308,0.06245,0.03458,0.08634,0.08856,-0.04322
17085,0.3124,8.0,2.0,PJEAX,0.13698,0.10139,0.08926,0.01685,0.11616,-0.04488,-0.05041
17086,0.3063,8.0,2.0,PJECX,0.13473,0.09897,0.08775,0.01373,0.1144,-0.04488,-0.0579
17087,0.3145,1.0,2.0,PJEQX,0.13746,0.10209,0.08956,0.01743,0.11681,-0.04488,-0.04863
17089,0.3145,8.0,2.0,PJEZX,0.13746,0.10209,0.08956,0.01743,0.11681,-0.04488,-0.04863
17193,0.0718,2.0,1.0,PKTSX,0.03174,0.03265,0.07124,0.02642,0.10229,0.09035,0.03711
17194,0.0681,2.0,1.0,PKTTX,0.02883,0.03173,0.06927,0.02452,0.10027,0.09035,0.03032
17195,0.0732,2.0,1.0,PKTUX,0.03235,0.03326,0.07185,0.02814,0.10168,0.09035,0.04073
17196,0.0712,2.0,1.0,PKTVX,0.03012,0.033,0.07058,0.0258,0.1016,0.09035,0.03449
17197,0.0732,2.0,1.0,PKTWX,0.03235,0.03326,0.07185,0.02814,0.10167,0.09035,0.04073
17198,0.0732,2.0,1.0,PKTZX,0.03235,0.03326,0.07296,0.02707,0.10295,0.09035,0.04073
17399,0.0214,2.0,0.0,PMUBX,0.00898,0.01146,0.02101,0.02095,0.05527,0.03443,0.04889
17423,0.029,13.0,3.0,PNARX,0.0257,-0.0007,0.04323,0.04315,0.09944,0.04828,0.04976
17488,0.2037,10.0,0.0,POLIX,0.12934,0.01569,0.09873,0.09953,0.27039,0.35862,0.3324
17489,0.2015,10.0,0.0,POLRX,0.12866,0.01473,0.09815,0.09888,0.26966,0.35862,0.32936
17518,0.0307,13.0,3.0,PPARX,0.02647,-3e-05,0.04394,0.0438,0.10133,0.04828,0.05306
17521,0.001,7.0,1.0,PPEFX,0.00328,-0.00709,0.00518,0.00667,0.01918,0.03809,0.06122
17523,0.0016,3.0,0.0,PPFFX,0.00355,-0.00687,0.00544,0.00687,0.02037,0.03809,0.06212
17537,0.095,8.0,4.0,PPLPX,0.05484,0.03177,0.17199,0.06215,0.18273,0.09303,0.0856
17553,0.0321,2.0,1.0,PPREX,0.02701,0.00055,0.04547,0.04428,0.10158,0.04828,0.05558
17561,0.0298,12.0,3.0,PPSAX,0.02688,-0.00119,0.04519,0.04307,0.10096,0.04828,0.05249
17563,0.0315,15.0,3.0,PPSIX,0.02672,0.00033,0.04419,0.04501,0.10131,0.04828,0.05448
17564,0.0302,14.0,3.0,PPSJX,0.02696,-0.00124,0.04444,0.04356,0.10051,0.04828,0.05202
17571,0.0937,9.0,5.0,PPUAX,0.05357,0.0315,0.17159,0.06067,0.18012,0.09303,0.08371
17572,0.0902,9.0,5.0,PPUCX,0.0509,0.03025,0.16667,0.06029,0.17755,0.09303,0.0729
17577,-0.0047,6.0,2.0,PPVCX,0.00098,-0.00962,0.00335,0.00328,0.01776,0.03809,0.05118
17578,-0.0005,7.0,1.0,PPVFX,0.00259,-0.00767,0.00443,0.00608,0.0186,0.03809,0.05754
17582,0.08585,4.0,2.0,PPZDX,0.0564,0.00934,0.09146,0.05177,0.12598,0.11841,0.14808
17583,0.08813,4.0,2.0,PPZRX,0.05609,0.01064,0.0929,0.05216,0.12639,0.11841,0.15132
17584,0.01855,13.0,3.0,PQARX,0.02632,-0.0013,0.0449,0.04377,0.09922,0.04828,0.05211
17592,0.13666,6.0,3.0,PQICX,0.03511,0.11331,0.15961,0.00888,0.11111,0.06177,-0.02507
17593,0.14869,6.0,3.0,PQIIX,0.03811,0.11606,0.16322,0.01112,0.11475,0.06177,-0.01355
17594,0.14759,6.0,3.0,PQIPX,0.03769,0.11652,0.1625,0.01092,0.11433,0.06177,-0.01521
17596,0.14459,6.0,3.0,PQIZX,0.03722,0.11552,0.16222,0.01055,0.11312,0.06177,-0.01705
17606,0.21536,2.0,1.0,PQSIX,0.08495,0.0608,0.12069,0.08915,0.20554,0.15827,0.18335
17612,0.11962,15.0,5.0,PQUAX,0.06042,0.08552,0.28819,0.06008,0.3375,0.38623,0.385
17648,-0.0485,5.0,4.0,PRELX,0.03192,-0.06932,0.11152,0.00639,0.11494,0.03433,0.0408
17662,0.0252,11.0,2.0,PRFCX,0.02477,-0.003,0.04202,0.04201,0.09905,0.04828,0.04421
17702,-0.0066,3.0,0.0,PRKIX,0.0124,-0.03229,-0.0041,0.00253,0.00776,0.05647,0.08035
17729,0.0978,30.0,8.0,PRPFX,0.05246,0.0418,0.10334,0.04822,0.17438,0.08856,0.18861
17730,0.0913,3.0,1.0,PRPHX,0.05,0.03913,0.10069,0.04563,0.17145,0.08856,0.17691
17765,-0.0035,25.0,8.0,PRTBX,-0.00154,-0.00139,-0.00141,-0.00138,-0.00107,0.01341,0.00104
17768,-0.009,27.0,4.0,PRTIX,0.01197,-0.03256,-0.00285,0.00063,0.00736,0.05647,0.08063
17780,-0.045,24.0,7.0,PRULX,0.06381,-0.13306,-0.02819,-0.00075,0.00264,0.17476,0.18226
17782,-0.0432,2.0,1.0,PRUUX,0.06437,-0.13274,-0.02782,-0.00037,0.00303,0.17476,0.18399
17785,0.0335,28.0,1.0,PRVBX,0.01368,0.01497,0.05043,0.04001,0.13599,0.03809,0.09872
17786,0.032,4.0,0.0,PRVDX,0.01309,0.01438,0.04977,0.03942,0.13538,0.03809,0.09597
17787,0.0275,3.0,1.0,PRVHX,0.01119,0.01244,0.04797,0.03753,0.13315,0.03809,0.08783
17864,0.097,9.0,5.0,PSKIX,0.05507,0.03182,0.17229,0.06226,0.18365,0.09303,0.08799
17865,0.0954,2.0,0.0,PSKNX,0.05351,0.03187,0.17052,0.06226,0.18349,0.09303,0.0862
17937,0.0229,1.0,0.0,PTAOX,0.02525,-0.01261,0.01717,0.02469,0.03805,0.08056,0.05436
17952,0.0185,1.0,0.0,PTCOX,0.02296,-0.01409,0.01504,0.02289,0.03635,0.08056,0.04644
17981,0.0228,8.0,1.0,PTIMX,0.02375,-0.01067,0.02502,0.01306,0.02942,0.04507,0.06257
18002,0.0211,7.0,1.0,PTRMX,0.02348,-0.01191,0.02465,0.01244,0.02877,0.04507,0.06034
18054,0.0271,13.0,3.0,PUSAX,0.02492,-0.00245,0.04331,0.04234,0.09852,0.04828,0.04656
18165,0.0367,13.0,3.0,PYHIX,0.02447,0.00879,0.05981,0.05071,0.08467,0.04905,0.05423
18204,0.03256,25.0,9.0,PHYIX,0.02777,0.00728,0.05731,0.04437,0.09538,0.04905,0.05505
18206,0.06332,4.0,1.0,PPYIX,0.03122,0.09447,0.22032,0.02836,0.14065,0.00882,0.02286
18207,0.08363,4.0,2.0,PPZAX,0.05502,0.00977,0.09079,0.05138,0.12436,0.11841,0.14509
18234,0.1837,4.0,2.0,QCERX,0.06394,0.08853,0.12316,0.09441,0.20599,0.15827,0.14991
18238,-0.0121,2.0,0.0,QCPIX,0.02192,-0.04167,0.00219,0.00992,0.02919,0.08056,0.06616
18239,-0.0141,2.0,0.0,QCPNX,0.0215,-0.04304,0.0018,0.00897,0.02948,0.08056,0.06334
18240,-0.0115,2.0,0.0,QCPRX,0.02217,-0.04142,0.00243,0.01019,0.0303,0.08056,0.06702
18243,0.0603,5.0,1.0,QDARX,0.01324,0.05594,0.13276,0.07878,0.09804,0.11029,0.25226
18267,-0.0062,5.0,1.0,QGMRX,0.00201,0.03642,0.02573,0.02381,0.00873,0.04541,0.0182
18277,0.1273,4.0,2.0,QICRX,0.05786,0.06406,0.14813,0.05539,0.15543,0.09303,0.06065
18294,0.215,4.0,2.0,QLERX,0.00979,0.19068,0.01145,0.01066,0.00644,0.07887,-0.13772
18307,0.1157,3.0,3.0,QMNIX,-0.02632,0.14422,-0.05685,-0.02967,-0.06904,-0.05257,-0.19524
18308,0.114,3.0,3.0,QMNNX,-0.02665,0.14446,-0.05744,-0.02996,-0.06969,-0.05257,-0.19696
18309,0.1171,3.0,3.0,QMNRX,-0.02486,0.14557,-0.05819,-0.02959,-0.06889,-0.05257,-0.19609
18310,0.1522,5.0,1.0,QMORX,0.10316,0.02083,0.12184,0.11162,0.24011,0.35862,0.26902
18317,0.2984,4.0,2.0,QRCRX,0.17976,0.09316,0.20432,0.13069,0.07219,-0.03086,0.08294
18333,0.1219,4.0,2.0,QSMRX,0.06494,0.11101,0.25949,0.08013,0.27086,0.38623,0.26536
18352,0.1481,5.0,1.0,QUERX,0.07588,0.03278,0.08195,0.08888,0.17975,0.15827,0.13202
18361,-0.0046,6.0,0.0,RAAEX,-0.00273,-0.0029,6e-05,0.00192,0.01039,0.03809,0.02969
18362,-0.0014,5.0,0.0,RAAGX,-0.00029,-0.00159,0.00265,0.00261,0.0121,0.03809,0.03753
18364,0.1538,4.0,2.0,RAALX,0.04806,0.10132,0.12171,0.03882,0.07996,0.2489,-0.11455
18366,0.0569,10.0,3.0,RAATX,0.03086,0.01869,0.05599,0.02957,0.08035,0.10479,0.0814
18367,0.1483,3.0,2.0,RACLX,0.04561,0.09911,0.11999,0.03731,0.07723,0.2489,-0.12073
18368,0.0662,10.0,3.0,RACTX,0.03602,0.02059,0.06662,0.03451,0.09442,0.10795,0.0974
18369,0.0713,9.0,4.0,RADTX,0.04008,0.02112,0.0797,0.04182,0.11765,0.11841,0.12485
18370,0.1504,5.0,1.0,RAEBX,0.07919,0.04602,0.12095,0.06044,0.23031,0.35862,0.2082
18371,0.1549,4.0,1.0,RAEFX,0.08082,0.04775,0.12283,0.06204,0.23242,0.35862,0.21639
18372,0.0826,9.0,4.0,RAETX,0.04586,0.02593,0.09469,0.05121,0.13542,0.12985,0.13924
18373,0.1487,15.0,3.0,RAFAX,0.07812,0.04555,0.11989,0.05977,0.22928,0.35862,0.20481
18374,0.1484,15.0,3.0,RAFBX,0.07813,0.04526,0.12025,0.05979,0.22888,0.35862,0.20483
18375,0.1514,16.0,2.0,RAFCX,0.07965,0.04624,0.12159,0.06088,0.23061,0.35862,0.21019
18376,0.1536,16.0,2.0,RAFEX,0.08029,0.04726,0.12223,0.06158,0.23131,0.35862,0.21367
18377,0.1555,16.0,2.0,RAFFX,0.08098,0.04801,0.12315,0.06257,0.23214,0.35862,0.21771
18378,0.156,10.0,1.0,RAFGX,0.08121,0.04816,0.1231,0.06274,0.23245,0.35862,0.21791
18379,0.0987,9.0,4.0,RAFTX,0.05559,0.03272,0.11599,0.06065,0.16782,0.14042,0.16297
18383,0.1103,9.0,4.0,RAHTX,0.06221,0.03765,0.12989,0.06759,0.18577,0.15102,0.17871
18384,0.1074,6.0,2.0,RAICX,0.05701,0.03942,0.1136,0.05906,0.16198,0.13511,0.16009
18386,0.1558,4.0,3.0,RAILX,0.04872,0.10184,0.12282,0.03963,0.07943,0.2489,-0.11238
18388,0.112,9.0,4.0,RAITX,0.06365,0.03823,0.13132,0.06885,0.18898,0.15247,0.18184
18390,0.0642,10.0,3.0,RAJTX,0.03421,0.02112,0.06417,0.03195,0.08732,0.10747,0.08691
18391,0.1076,9.0,4.0,RAKTX,0.06091,0.03679,0.12689,0.06615,0.18134,0.14564,0.17429
18400,-0.0068,9.0,5.0,RAMAX,-0.00285,-0.004,-0.0002,0.00134,0.00897,0.03809,0.02791
18401,-0.0068,11.0,3.0,RAMBX,-0.00286,-0.00401,-0.00012,0.00034,0.00997,0.03809,0.02699
18402,-0.0042,12.0,2.0,RAMCX,-0.0015,-0.00378,0.00144,0.00235,0.00991,0.03809,0.03253
18403,-0.0025,12.0,1.0,RAMEX,-0.00076,-0.00203,0.0022,0.00216,0.01166,0.03809,0.03569
18404,-0.0008,12.0,1.0,RAMFX,-5e-05,-0.00131,0.00191,0.00385,0.01237,0.03809,0.0386
18405,0.1034,5.0,1.0,RAMHX,0.05303,0.03633,0.07519,0.03991,0.11806,0.11719,0.10339
18407,0.1127,7.0,3.0,RAMTX,0.06392,0.03888,0.13124,0.06842,0.18899,0.15468,0.18069
18408,-0.0094,3.0,1.0,RANAX,0.01986,-0.04052,0.0143,0.01193,0.06232,0.08056,0.17189
18409,-0.0106,3.0,1.0,RANBX,0.01991,-0.04093,0.01479,0.01287,0.06115,0.08056,0.17324
18410,-0.0076,3.0,1.0,RANCX,0.02077,-0.03966,0.01575,0.01318,0.06293,0.08056,0.1775
18411,-0.006,4.0,0.0,RANEX,0.02166,-0.03887,0.01652,0.01385,0.06359,0.08056,0.18068
18412,-0.0037,4.0,0.0,RANFX,0.0223,-0.03814,0.01717,0.01532,0.06418,0.08056,0.18444
18413,-0.0035,4.0,0.0,RANGX,0.0224,-0.03802,0.01729,0.01457,0.06516,0.08056,0.18491
18414,-0.0091,4.0,0.0,RANHX,0.01969,-0.04005,0.01592,0.01274,0.0622,0.08056,0.17656
18415,-0.0052,4.0,0.0,RANJX,0.02205,-0.0393,0.01779,0.0143,0.0639,0.08056,0.18352
18416,0.113,4.0,1.0,RANTX,0.06366,0.03918,0.13142,0.06844,0.1879,0.15518,0.18014
18423,0.0536,4.0,1.0,RARPX,0.03146,0.01325,0.05209,0.02237,0.06934,0.08856,0.07705
18427,0.16,2.0,2.0,RAYLX,0.05039,0.10324,0.12431,0.04163,0.08192,0.2489,-0.10623
18430,0.0897,6.0,2.0,RBAAX,0.04877,0.03118,0.09173,0.04787,0.1268,0.11719,0.12272
18431,0.09,6.0,2.0,RBABX,0.04898,0.03064,0.09204,0.04832,0.12653,0.11719,0.12303
18432,0.0923,7.0,1.0,RBACX,0.04986,0.03205,0.09365,0.04859,0.12796,0.11719,0.12812
18433,0.0947,7.0,1.0,RBAEX,0.05102,0.03262,0.09428,0.04989,0.12842,0.11719,0.131
18434,0.0959,7.0,1.0,RBAFX,0.05166,0.03317,0.09494,0.05053,0.12966,0.11719,0.13476
18435,0.0968,7.0,1.0,RBAGX,0.05178,0.03389,0.09445,0.05136,0.12905,0.11719,0.13469
18437,0.0568,10.0,3.0,RBATX,0.02956,0.01893,0.05673,0.02906,0.07941,0.10479,0.08057
18438,0.0537,11.0,3.0,RBBAX,0.02434,0.02573,0.07085,0.0357,0.10385,0.07286,0.10163
18439,0.0489,11.0,3.0,RBBCX,0.02233,0.02373,0.06937,0.03362,0.10136,0.07286,0.0938
18440,0.0913,5.0,1.0,RBBEX,0.0493,0.03161,0.09287,0.0486,0.12728,0.11719,0.12655
18442,0.0665,10.0,3.0,RBCTX,0.03621,0.02069,0.06631,0.03546,0.09397,0.10795,0.09806
18445,0.071,9.0,4.0,RBDTX,0.04026,0.02122,0.07886,0.04275,0.1165,0.11841,0.12498
18446,0.0587,4.0,2.0,RBEAX,0.03136,0.019,0.05716,0.03003,0.08063,0.10479,0.08398
18447,-0.0052,4.0,2.0,RBEBX,0.01554,-0.03078,0.01349,0.00871,0.04011,0.07522,0.10225
18448,0.0733,4.0,2.0,RBEDX,0.04137,0.0218,0.07988,0.04251,0.11845,0.11841,0.12822
18449,0.0847,4.0,2.0,RBEEX,0.04714,0.02662,0.09543,0.05199,0.13661,0.12985,0.14235
18450,0.101,4.0,2.0,RBEFX,0.05571,0.03423,0.11611,0.06156,0.16922,0.14042,0.16573
18451,0.106,4.0,2.0,RBEGX,0.05709,0.03851,0.11365,0.05799,0.16215,0.13511,0.15873
18452,0.068,4.0,2.0,RBEHX,0.03615,0.02217,0.06676,0.03619,0.09475,0.10795,0.10104
18453,0.0659,4.0,2.0,RBEJX,0.03503,0.02197,0.06433,0.03368,0.08732,0.10747,0.08982
18454,0.1089,4.0,2.0,RBEKX,0.06171,0.0372,0.12795,0.06718,0.1823,0.14564,0.17883
18455,0.1144,5.0,1.0,RBEMX,0.06461,0.03943,0.13265,0.06898,0.18967,0.15468,0.18475
18456,0.1148,4.0,1.0,RBENX,0.06477,0.03977,0.13228,0.0691,0.1897,0.15518,0.18444
18460,0.0833,9.0,4.0,RBETX,0.04562,0.02676,0.09428,0.05095,0.1358,0.12985,0.1392
18461,-0.0069,14.0,4.0,RBFAX,0.0148,-0.03153,0.01271,0.00791,0.03926,0.07522,0.0988
18462,-0.007,14.0,4.0,RBFBX,0.0148,-0.03157,0.01282,0.00798,0.03936,0.07522,0.09912
18463,-0.0043,14.0,4.0,RBFCX,0.01592,-0.03044,0.01391,0.00911,0.04049,0.07522,0.10397
18464,-0.0026,15.0,3.0,RBFEX,0.01668,-0.02969,0.01468,0.00988,0.04128,0.07522,0.10731
18465,-0.0008,16.0,2.0,RBFFX,0.01743,-0.02897,0.01543,0.01063,0.04204,0.07522,0.11058
18466,-0.0005,10.0,1.0,RBFGX,0.01755,-0.02883,0.01555,0.01076,0.04216,0.07522,0.11113
18467,-0.0014,5.0,0.0,RBFHX,0.01719,-0.02922,0.01519,0.01038,0.04178,0.07522,0.10951
18468,0.0991,9.0,4.0,RBFTX,0.05546,0.03324,0.11521,0.06057,0.16846,0.14042,0.16285
18470,0.1264,5.0,1.0,RBGEX,0.07731,0.03543,0.15292,0.08839,0.23228,0.35862,0.24818
18471,0.1136,5.0,1.0,RBHEX,0.06433,0.03913,0.13277,0.06914,0.18964,0.15247,0.18529
18472,0.1124,5.0,1.0,RBHHX,0.0634,0.03854,0.13088,0.06788,0.18643,0.15102,0.18238
18473,0.1102,9.0,4.0,RBHTX,0.06243,0.0378,0.13006,0.06726,0.18585,0.15102,0.17913
18474,0.1114,9.0,4.0,RBITX,0.06365,0.03823,0.13218,0.06825,0.18913,0.15247,0.18206
18475,0.0642,10.0,3.0,RBJTX,0.03421,0.02112,0.06386,0.03192,0.08724,0.10747,0.08657
18476,0.1074,9.0,4.0,RBKTX,0.06057,0.03691,0.12697,0.06641,0.18126,0.14564,0.17529
18483,0.1124,7.0,3.0,RBMTX,0.06376,0.03878,0.13174,0.06842,0.18899,0.15468,0.18122
18484,0.0856,3.0,2.0,RBNAX,0.04574,0.04465,0.08465,0.03765,0.06364,0.04905,-0.06896
18485,0.0799,3.0,2.0,RBNCX,0.04389,0.04171,0.08284,0.03581,0.06178,0.04905,-0.07619
18486,0.0861,3.0,2.0,RBNNX,0.04642,0.04419,0.08534,0.03832,0.06434,0.04905,-0.06651
18487,0.1128,4.0,1.0,RBNTX,0.06394,0.03868,0.132,0.06799,0.18892,0.15518,0.181
18488,-0.0052,16.0,2.0,RBOAX,0.00223,-0.01285,0.00439,0.00553,0.02258,0.03809,0.06529
18489,-0.0051,16.0,2.0,RBOBX,0.00228,-0.01285,0.00452,0.00557,0.02266,0.03809,0.06562
18490,-0.0032,16.0,2.0,RBOCX,0.00393,-0.01216,0.00538,0.00667,0.02444,0.03809,0.07071
